concurso,data,n1,n2,n3,n4,n5
4302,13/12/2008,11081,45777,22523,54330,485
4301,10/12/2008,44137,73382,51188,70702,11533
4300,06/12/2008,28721,21719,19394,36799,15174
4299,03/12/2008,61935,4263,39176,47523,44178
4298,29/11/2008,43939,43152,21246,41617,4453
4297,26/11/2008,2768,41845,64547,1405,59023
4296,22/11/2008,66885,5737,55814,32649,839
4295,19/11/2008,22935,56038,22020,42303,76172
4294,12/11/2008,47511,5224,9271,68789,3105
4293,08/11/2008,3054,23799,35470,10890,29903
4292,05/11/2008,38995,45697,32690,73000,79301
4291,01/11/2008,68499,48071,46222,49471,47782
4290,29/10/2008,36877,37462,24884,54806,10124
4289,25/10/2008,23094,32427,24068,59761,19470
4288,22/10/2008,29152,59693,36503,35992,40822
4287,18/10/2008,15802,51066,52571,30843,24928

4286,15/10/2008,2779,17067,17219,5142,901
4285,11/10/2008,50017,23791,56523,69863,69607
4284,08/10/2008,653,35088,5176,70684,10495
4283,04/10/2008,73987,64784,32850,31486,8544
4282,01/10/2008,59410,16892,10933,2404,30634
4281,27/09/2008,29120,24253,72733,44521,8183
4280,24/09/2008,35709,74204,48233,6489,9283
4279,20/09/2008,49291,64139,13093,10529,2104
4278,17/09/2008,65816,39260,55119,59877,65222
4277,13/09/2008,34050,14207,29052,52212,43939
4276,10/09/2008,2180,42828,2889,6563,5905
4275,06/09/2008,44019,55124,17653,57509,7265
4274,03/09/2008,64586,26065,45369,59429,3645
4273,30/08/2008,42,69559,22497,74370,42215
4272,27/08/2008,60345,1006,2748,19951,34601
4271,23/08/2008,42456,11176,36765,50800,4243
4270,20/08/2008,34408,40299,34359,54101,26411
4269,16/08/2008,30726,19179,35304,33676,41988
4268,13/08/2008,74862,48490,21557,52358,39557
4267,09/08/2008,35412,2367,12020,74089,26854
4266,06/08/2008,54816,18205,57705,14528,26615
4265,02/08/2008,26553,1141,21830,7123,39330
4264,30/07/2008,5447,365,41398,18494,48867
4263,26/07/2008,68700,53626,19270,4623,42044
4262,23/07/2008,27392,74651,55165,73565,64805
4261,19/07/2008,32789,48401,56591,23646,68737
4260,16/07/2008,38684,67726,26509,56782,70024
4259,12/07/2008,7445,53234,52145,40146,33817
4258,09/07/2008,37379,27111,9228,54078,20085
4257,05/07/2008,43366,13954,17040,32876,51029
4256,02/07/2008,40416,2273,37656,57849,48565
4255,28/06/2008,73525,46339,55402,14956,65648
4254,25/06/2008,64890,55788,12165,66997,34688
4253,21/06/2008,64261,9728,27283,29210,22780
4252,18/06/2008,67482,51291,37363,8488,48289
4251,14/06/2008,70818,59142,49357,54061,23928
4250,11/06/2008,63499,45780,31738,2737,42993
4249,07/06/2008,19755,28519,4334,72818,4051
4248,04/06/2008,43391,1816,25198,61791,59517
4247,31/05/2008,57480,22673,36969,37945,26113
4246,28/05/2008,48756,24258,41488,64504,14485
4245,24/05/2008,25283,12352,18441,11949,1465
4244,21/05/2008,46047,12871,42877,14098,37850
4243,17/05/2008,27472,1922,4852,12643,35948
4242,14/05/2008,51850,31307,27381,19078,52727
4241,10/05/2008,41238,57971,66653,73165,13519
4240,07/05/2008,23201,10341,3739,42813,34339

4239,03/05/2008,26052,45247,40436,14059,56178
4238,30/04/2008,68771,64533,67059,66664,74513
4237,26/04/2008,60829,28427,26249,30440,29840
4236,23/04/2008,4654,11642,28953,53703,58658
4235,19/04/2008,33051,37046,43467,8490,2322
4234,16/04/2008,71287,40996,24137,8413,49158
4233,12/04/2008,17244,51315,69033,9661,54607
4232,09/04/2008,36558,37564,5519,67556,9484
4231,05/04/2008,20185,35223,61635,15232,27272
4230,02/04/2008,31933,58666,23344,71917,60725
4229,29/03/2008,12926,37896,74830,49114,5299
4228,26/03/2008,1671,39450,73776,19357,28745
4227,22/03/2008,5764,21615,39150,15889,12425
4226,19/03/2008,7332,17382,39715,28299,7605
4225,15/03/2008,22959,2619,55365,53721,6233
4224,12/03/2008,59030,33321,23278,10493,23560
4223,08/03/2008,30278,10103,38179,68278,50911
4222,05/03/2008,57738,63809,18721,13219,51529
4221,01/03/2008,9985,25253,52525,56025,10841
4220,27/02/2008,33915,71668,33187,4968,60483
4219,23/02/2008,70071,31112,58407,15143,23557
4218,20/02/2008,9897,59481,39468,44904,46387
4217,16/02/2008,13671,8791,74684,4781,1362
4216,13/02/2008,1023,56204,44950,19558,56932
4215,09/02/2008,65019,28525,54169,69007,42061
4214,06/02/2008,24012,16004,16076,50443,10144
4213,02/02/2008,69598,29121,45430,35122,23739
4212,30/01/2008,6505,50067,8406,69255,66128
4211,26/01/2008,53053,24925,68773,22329,51255
4210,23/01/2008,2792,2175,14264,12347,19454
4209,19/01/2008,40374,24946,64275,24837,66582
4208,16/01/2008,55112,2195,61317,74244,66599
4207,12/01/2008,70501,57937,8482,24725,70051
4206,09/01/2008,42716,20946,46087,27401,8568
4205,05/01/2008,34032,42094,63294,64312,64587
4204,02/01/2008,65257,19542,36890,32910,43905
4203,29/12/2007,61825,23765,48827,53549,46770
4202,26/12/2007,61898,66992,9528,2138,30747
4201,22/12/2007,1411,27328,16818,52863,25199
4200,19/12/2007,64673,47669,55787,59783,32253
4199,15/12/2007,47586,33089,73985,27847,14500
4198,12/12/2007,157,52332,52634,26350,55286
4197,08/12/2007,23754,2018,71540,8748,21605
4196,05/12/2007,56253,6729,20039,27317,15898
4195,01/12/2007,41431,49320,14374,63915,73828
4194,28/11/2007,41004,15243,33751,32607,583
4193,24/11/2007,71401,56550,34520,37266,39873

4192,21/11/2007,17395,66287,55634,48081,47778
4191,17/11/2007,59583,43988,59428,28643,2767
4190,14/11/2007,29222,43101,10932,68255,48330
4189,10/11/2007,60182,48662,39228,17375,54118
4188,07/11/2007,18869,70660,36992,60846,22582
4187,03/11/2007,42082,71180,53741,10022,15790
4186,31/10/2007,51719,5576,48205,36735,46840
4185,27/10/2007,59277,2082,26993,71188,25469
4184,24/10/2007,33234,55604,18555,17576,64978
4183,20/10/2007,71587,55923,12275,54818,57629
4182,17/10/2007,63851,70298,62538,4271,33878
4181,13/10/2007,45806,45777,57281,51175,4722
4180,10/10/2007,15825,24072,17095,43878,9634
4179,06/10/2007,56723,35807,3354,13134,66584
4178,03/10/2007,15560,74143,7490,71192,63440
4177,29/09/2007,11042,61920,59002,73186,59729
4176,26/09/2007,43194,43740,45794,20014,5846
4175,22/09/2007,1352,61216,59915,9788,34560
4174,19/09/2007,47525,26166,14567,40164,39546
4173,15/09/2007,21101,56164,52876,31702,65715
4172,12/09/2007,56907,22611,22649,46123,20523
4171,08/09/2007,16789,22728,1314,148,59997
4170,05/09/2007,40426,63200,33247,4469,24927
4169,01/09/2007,823,58018,55984,72258,49120
4168,29/08/2007,42059,51174,12955,6036,38695
4167,25/08/2007,12073,34185,55491,59255,6713
4166,22/08/2007,43956,64400,26412,38971,29097
4165,18/08/2007,28895,13072,19022,39006,9096
4164,15/08/2007,3361,10519,49524,12577,30931
4163,11/08/2007,18598,23579,08,4222,48833
4162,08/08/2007,68442,25142,60193,74014,3221
4161,04/08/2007,24011,70804,24617,39908,65076
4160,01/08/2007,24548,22223,27946,72310,33738
4159,28/07/2007,46299,39163,65558,71137,13584
4158,25/07/2007,70589,65530,45683,5675,56660
4157,21/07/2007,71188,61589,4319,21530,12058
4156,18/07/2007,13361,59573,39669,21029,64592
4155,14/07/2007,14952,39881,74048,39036,13402
4154,11/07/2007,27219,45625,4726,31733,67440
4153,07/07/2007,44886,57466,19439,60666,12341
4152,04/07/2007,27050,62504,26308,52289,60335
4151,30/06/2007,54185,72179,61105,67315,21418
4150,27/06/2007,67350,36290,24685,30411,18966
4149,23/06/2007,17109,31208,63184,73355,60777
4148,20/06/2007,51586,4392,33206,25100,29041
4147,16/06/2007,54743,29184,28945,42338,57881
4146,13/06/2007,40874,17481,41865,25272,43430

4145,09/06/2007,72624,18424,39806,11323,12499
4144,06/06/2007,5353,9605,53992,74821,21076
4143,02/06/2007,61979,56014,53213,20937,48064
4142,30/05/2007,34222,18549,56116,58432,46993
4141,26/05/2007,1704,33948,62405,9125,2873
4140,23/05/2007,25946,3380,9733,31888,20429
4139,19/05/2007,53894,10808,73497,03,7854
4138,16/05/2007,5677,62079,34313,16673,60781
4137,12/05/2007,19983,28676,36089,57279,61493
4136,09/05/2007,46161,41350,68923,9789,34262
4135,05/05/2007,28725,70092,15742,63274,28668
4134,02/05/2007,37309,34289,3656,42424,14168
4133,28/04/2007,73242,53756,10112,73644,66796
4132,25/04/2007,63101,45542,35713,26681,18455
4131,18/04/2007,11766,68369,25517,67219,35514
4130,14/04/2007,28101,2342,14993,31307,138
4129,11/04/2007,29399,45889,69458,7635,264
4128,07/04/2007,54302,34773,11649,16197,12045
4127,04/04/2007,15919,1434,48657,56584,43187
4126,31/03/2007,11418,19402,10675,54054,58010
4125,28/03/2007,70954,7393,44491,13252,19619
4124,24/03/2007,59660,3873,9662,26064,14475
4123,21/03/2007,31750,48031,67060,68945,73557
4122,17/03/2007,71337,27796,36164,637,21226
4121,14/03/2007,3812,71567,6850,73864,52106
4120,10/03/2007,19486,61096,25261,18070,25983
4119,07/03/2007,40573,43274,50197,73252,31021
4118,03/03/2007,37099,49271,59065,13437,59446
4117,28/02/2007,74694,33782,19932,60452,43372
4116,24/02/2007,15763,1545,24814,23067,24319
4115,21/02/2007,73826,56146,68839,30895,45810
4114,17/02/2007,20121,5676,16410,42700,36928
4113,14/02/2007,58253,41896,60002,4894,19773
4112,10/02/2007,29279,72853,6941,25198,26991
4111,07/02/2007,9030,15455,12437,14689,25140
4110,03/02/2007,68801,34119,37928,52763,1839
4109,31/01/2007,45402,38049,58500,55799,30352
4108,27/01/2007,57659,65339,67097,24698,52065
4107,24/01/2007,31188,12406,7376,30905,26974
4106,20/01/2007,46602,17970,45251,19549,59966
4105,17/01/2007,36270,2812,34135,63790,11554
4104,13/01/2007,10932,11284,71229,24874,27353
4103,10/01/2007,13597,25292,3800,59569,25049
4102,06/01/2007,21577,44955,18503,57973,26898
4101,03/01/2007,4133,47485,72611,23159,14470
4100,30/12/2006,29313,67026,61175,73453,34004
4099,27/12/2006,58326,68398,73863,59872,14233

4098,23/12/2006,4251,68354,40407,42798,33141
4097,20/12/2006,44006,35708,64493,57759,63435
4096,16/12/2006,35155,36226,23900,1290,64041
4095,13/12/2006,44191,57751,35294,57311,66585
4094,09/12/2006,15730,40775,43746,37466,72278
4093,06/12/2006,59192,74483,51155,23632,54036
4092,02/12/2006,63820,8400,48181,22537,12828
4091,29/11/2006,16828,54744,69913,64095,17486
4090,25/11/2006,4956,13063,3304,61836,30244
4089,22/11/2006,66678,53080,5701,70513,5554
4088,18/11/2006,7939,9464,53348,46692,38536
4087,11/11/2006,19287,51027,36528,26198,31002
4086,08/11/2006,2203,55342,21820,54141,1298
4085,04/11/2006,29117,17038,64220,69028,29369
4084,01/11/2006,25304,39397,39664,51789,25620
4083,28/10/2006,13357,26329,58708,69717,666
4082,25/10/2006,55167,52818,36855,52438,44404
4081,21/10/2006,49845,20665,29358,71541,6897
4080,18/10/2006,15335,74636,19117,33298,74696
4079,14/10/2006,47355,42347,66448,40014,45844
4078,11/10/2006,36040,45920,40108,18346,67511
4077,07/10/2006,62484,24240,39098,72770,52406
4076,04/10/2006,16565,20401,64877,54178,68719
4075,30/09/2006,17436,35074,73514,70864,58676
4074,27/09/2006,51315,36672,31921,16547,64564
4073,23/09/2006,67790,63497,36266,3487,14881
4072,20/09/2006,32844,47564,27193,30845,8628
4071,16/09/2006,45556,15407,613,19797,7720
4070,13/09/2006,47625,30016,38558,56980,2627
4069,09/09/2006,8854,31450,13292,16512,44290
4068,06/09/2006,18467,16215,21902,61207,61381
4067,02/09/2006,29268,20984,3899,69620,23019
4066,30/08/2006,11214,184,45896,9206,39641
4065,26/08/2006,49757,73358,29179,54218,50484
4064,23/08/2006,2137,9862,1642,6566,47559
4063,19/08/2006,29932,13453,34159,8711,23002
4062,16/08/2006,28362,46166,72052,19303,50558
4061,12/08/2006,62227,30,21722,69448,53251
4060,09/08/2006,34173,19559,16586,12251,40594
4059,05/08/2006,11881,55763,60840,28844,48167
4058,02/08/2006,22494,38129,15282,64581,474
4057,29/07/2006,16130,35336,49360,25030,46628
4056,26/07/2006,47538,51102,18808,60559,33843
4055,22/07/2006,58123,21849,57818,29369,3098
4054,19/07/2006,43873,50077,72743,37974,19556
4053,15/07/2006,104,26621,31402,38547,9266
4052,12/07/2006,25413,70840,55757,61310,70526

4051,08/07/2006,37826,69289,73432,42942,68020
4050,05/07/2006,1895,45118,52483,12900,3493
4049,01/07/2006,18261,53070,26849,63568,34604
4048,28/06/2006,67118,46365,55632,33745,72639
4047,24/06/2006,58840,69630,5403,36354,61301
4046,21/06/2006,71219,31808,12669,20710,33229
4045,17/06/2006,22670,6057,25687,8294,13411
4044,14/06/2006,59878,47064,19378,64495,5844
4043,10/06/2006,48807,35820,53875,65031,3078
4042,07/06/2006,52947,68815,46840,61080,1747
4041,03/06/2006,18584,42429,31930,74596,2303
4040,31/05/2006,24239,70074,51602,68472,21868
4039,27/05/2006,27062,26547,21997,69488,49101
4038,24/05/2006,18475,16768,3570,25930,64950
4037,20/05/2006,55593,57913,49578,31560,26564
4036,17/05/2006,56140,62783,11553,15225,38733
4035,13/05/2006,41327,38117,21482,806,41810
4034,10/05/2006,1488,31114,65245,53712,57725
4033,06/05/2006,18329,8965,51698,22072,23671
4032,03/05/2006,62116,50037,4973,63070,23883
4031,29/04/2006,51645,27142,16189,15646,68293
4030,26/04/2006,36210,74482,52117,18155,22256
4029,22/04/2006,48535,40366,69107,50176,68817
4028,19/04/2006,17082,29182,23822,24331,26183
4027,15/04/2006,30497,49389,48807,74192,74211
4026,12/04/2006,33683,622,17674,36371,63177
4025,08/04/2006,4791,19731,2864,43330,71744
4024,05/04/2006,25003,54629,480,20675,12015
4023,01/04/2006,42819,63277,53934,37820,28133
4022,29/03/2006,43999,18311,26492,68826,38725
4021,25/03/2006,13954,62056,1682,68570,44680
4020,22/03/2006,36350,54586,38424,22459,37926
4019,18/03/2006,22728,74910,34741,14926,19439
4018,15/03/2006,25090,27891,35590,13074,21724
4017,11/03/2006,42140,74992,27756,68135,30989
4016,08/03/2006,64256,55264,63384,13245,49292
4015,04/03/2006,203,21184,4855,21630,50461
4014,02/03/2006,59980,16424,40955,73979,44283
4013,25/02/2006,47788,67045,41918,51439,72501
4012,22/02/2006,74894,63948,52609,58787,73231
4011,18/02/2006,73272,2384,68037,19603,394
4010,15/02/2006,55952,43299,19619,38055,21372
4009,11/02/2006,2683,31168,38280,18164,47897
4008,08/02/2006,46125,19351,8130,64402,62085
4007,04/02/2006,24276,67367,49530,63874,68509
4006,01/02/2006,62949,7164,1807,17548,23205
4005,28/01/2006,61157,39425,12027,18000,42064

4004,25/01/2006,33109,59476,66890,1188,30131
4003,21/01/2006,50929,72080,67101,27167,12098
4002,18/01/2006,13637,63438,49837,7249,20558
4001,14/01/2006,42608,62754,62106,49542,27893
4000,11/01/2006,51949,34139,12275,10942,20466
3999,07/01/2006,50197,64248,37347,778,54669
3998,04/01/2006,39976,12041,3144,24027,23049
3997,31/12/2005,19289,65988,18051,53241,13382
3996,28/12/2005,71205,1391,6518,50752,53309
3995,24/12/2005,21848,30928,14789,6223,29962
3994,21/12/2005,40326,70835,17247,15146,52028
3993,17/12/2005,1677,53118,26902,45939,15358
3992,14/12/2005,25654,55058,8037,48065,22973
3991,10/12/2005,52678,36342,68018,49115,20996
3990,07/12/2005,23328,13613,46513,52820,57269
3989,03/12/2005,21549,73439,23340,10407,40038
3988,30/11/2005,50302,70903,42536,62974,6344
3987,26/11/2005,69728,33864,27474,21438,25985
3986,23/11/2005,47009,35297,24081,1860,34429
3985,19/11/2005,29066,49532,43743,42770,39831
3984,16/11/2005,73489,26969,58592,59100,6178
3983,12/11/2005,53109,21012,52932,29636,19011
3982,09/11/2005,37894,63293,45357,60418,51494
3981,05/11/2005,26400,15497,59936,30148,16887
3980,29/10/2005,39886,66713,14922,41183,60147
3979,26/10/2005,25928,58552,26655,62188,43936
3978,22/10/2005,32641,15583,16672,38677,68202
3977,19/10/2005,35933,71257,70643,72271,48202
3976,15/10/2005,64536,54969,27962,40323,25329
3975,08/10/2005,22517,61449,36725,17598,14064
3974,05/10/2005,62281,12315,70235,29274,4797
3973,01/10/2005,73349,29124,9736,5837,19605
3972,28/09/2005,24789,66450,54801,3559,14802
3971,24/09/2005,5057,17088,6577,6599,11782
3970,21/09/2005,716,25905,4815,67575,44905
3969,17/09/2005,60983,6061,70156,52639,50880
3968,14/09/2005,48213,13857,58104,69947,30685
3967,10/09/2005,37260,16951,54541,71467,20988
3966,03/09/2005,72008,73650,60806,29332,45665
3965,31/08/2005,74450,46953,52940,49548,32561
3964,27/08/2005,1676,22774,70629,17921,24563
3963,24/08/2005,53239,27293,27752,31102,3582
3962,20/08/2005,21087,70125,4904,6589,26714
3961,17/08/2005,24595,7086,60418,4072,5096
3960,13/08/2005,12841,24780,53593,74359,27140
3959,10/08/2005,65890,7404,45641,34701,41873
3958,06/08/2005,50993,40409,2819,2083,42297

3957,03/08/2005,30806,62564,47631,11784,22159
3956,30/07/2005,29553,66651,51625,9438,74147
3955,27/07/2005,69426,38224,4907,49553,72888
3954,23/07/2005,65812,19929,68126,13103,44361
3953,20/07/2005,13748,71304,26201,12481,47191
3952,16/07/2005,59974,34678,73200,74111,74940
3951,13/07/2005,34412,21033,14460,34500,43114
3950,09/07/2005,25737,2342,62214,40972,65800
3949,06/07/2005,53713,12439,37944,24503,50925
3948,02/07/2005,49178,36478,37919,7772,46816
3947,29/06/2005,42920,669,18055,60419,54277
3946,25/06/2005,67281,690,13998,33362,19891
3945,22/06/2005,57029,62249,39641,27784,35886
3944,18/06/2005,13698,5457,60607,9314,52385
3943,15/06/2005,70924,65868,18135,23152,19288
3942,11/06/2005,35062,3188,49036,36840,69107
3941,08/06/2005,11511,36584,44770,2651,27485
3940,04/06/2005,25078,19357,22969,14715,66296
3939,01/06/2005,69327,8676,23854,52663,72189
3938,28/05/2005,34644,43174,27493,13378,21817
3937,25/05/2005,37369,15067,23267,39096,61288
3936,21/05/2005,16132,52864,49397,27878,63438
3935,18/05/2005,53479,11136,34265,69203,45945
3934,14/05/2005,16657,61245,59364,71269,17290
3933,11/05/2005,53496,32007,65417,48308,63366
3932,07/05/2005,47140,23369,43957,179,4874
3931,04/05/2005,57119,37269,20412,73471,22930
3930,30/04/2005,62815,9493,33315,12868,48038
3929,27/04/2005,10775,70460,1210,95,15840
3928,23/04/2005,40512,60154,58901,2079,59929
3927,20/04/2005,55175,72569,60707,53920,74720
3926,16/04/2005,27825,40184,13306,59705,13555
3925,13/04/2005,70054,4058,54747,48944,20657
3924,09/04/2005,55854,52925,60508,45995,5801
3923,06/04/2005,38328,14317,1945,504,4049
3922,02/04/2005,819,66112,26800,58060,22619
3921,30/03/2005,22220,62007,46165,6287,46206
3920,26/03/2005,4787,59508,66210,60726,30634
3919,23/03/2005,5238,62105,32563,20347,33451
3918,19/03/2005,67540,54950,12711,69616,24482
3917,16/03/2005,58020,40615,60395,72892,6344
3916,12/03/2005,14423,14153,66950,57929,14116
3915,09/03/2005,66937,11641,60226,63137,71221
3914,05/03/2005,40760,66699,52430,72309,62979
3913,02/03/2005,50148,52313,10113,63450,16887
3912,26/02/2005,73259,44619,44609,27812,42400
3911,23/02/2005,67943,27844,27666,61890,70177

3910,19/02/2005,71612,44716,24462,54140,73393
3909,16/02/2005,3553,32386,19813,32970,62767
3908,12/02/2005,65873,29833,20880,38027,70113
3907,10/02/2005,16837,67336,56132,32508,60325
3906,05/02/2005,48252,32541,37077,60983,2692
3905,02/02/2005,66106,17162,29917,51900,19972
3904,29/01/2005,42042,11843,58690,70298,70743
3903,26/01/2005,27981,61099,23115,71331,20600
3902,22/01/2005,64836,49157,17286,22245,48708
3901,19/01/2005,43276,55365,29149,4928,47971
3900,15/01/2005,14947,43362,5292,15004,12545
3899,12/01/2005,68839,22714,22771,27632,12505
3898,08/01/2005,5813,4796,22738,38980,56925
3897,05/01/2005,14195,52035,19921,9469,65383
3896,29/12/2004,807,20346,45746,52317,20352
3895,22/12/2004,68206,48126,17220,66881,50947
3894,18/12/2004,47046,63816,69728,2720,56507
3893,15/12/2004,40238,52482,7290,3340,25966
3892,11/12/2004,33845,52634,39742,74753,65412
3891,08/12/2004,8619,49254,36002,63952,4008
3890,04/12/2004,39565,50516,65026,47510,63362
3889,01/12/2004,29619,19468,36636,50927,48637
3888,27/11/2004,48731,7382,2942,29007,65726
3887,24/11/2004,72493,42895,52412,67828,45131
3886,20/11/2004,65147,42211,12131,43805,71259
3885,17/11/2004,45482,26161,70862,31481,16118
3884,13/11/2004,1328,13577,35732,18136,60980
3883,10/11/2004,70577,42208,13330,7395,10790
3882,06/11/2004,42998,60386,22827,19727,34476
3881,03/11/2004,23807,9199,70653,56077,37287
3880,30/10/2004,45977,72025,38010,8837,32487
3879,27/10/2004,72055,54428,73188,49590,68402
3878,23/10/2004,57044,53795,14744,66252,38110
3877,20/10/2004,44135,73497,27864,39396,47267
3876,16/10/2004,58818,20442,66050,52728,62519
3875,13/10/2004,72616,837,35024,5064,12442
3874,09/10/2004,57018,55545,67625,52421,54980
3873,06/10/2004,3230,21560,2913,61594,64595
3872,02/10/2004,50759,34903,30648,51209,39933
3871,29/09/2004,65878,51981,19968,2823,43660
3870,25/09/2004,18216,47997,27154,38363,21241
3869,22/09/2004,70639,51146,66546,49924,38613
3868,18/09/2004,19519,49233,17941,27931,37713
3867,15/09/2004,12158,9467,8332,48558,64292
3866,11/09/2004,42046,44474,213,3233,206
3865,08/09/2004,43774,72901,14435,58210,72081
3864,04/09/2004,4498,65844,40715,30800,20385

3863,01/09/2004,33497,53733,71329,05,2013
3862,28/08/2004,41428,46943,4867,10270,21316
3861,25/08/2004,52667,53053,14645,31022,53565
3860,21/08/2004,18460,28732,70963,36279,60570
3859,18/08/2004,10071,52381,69981,65981,48145
3858,14/08/2004,68539,23638,32187,27909,10912
3857,11/08/2004,13824,18748,2485,31539,70132
3856,07/08/2004,12201,16702,64330,47450,70703
3855,04/08/2004,52468,51314,31678,38263,19101
3854,31/07/2004,23812,72477,61999,73840,22599
3853,28/07/2004,53045,7629,9115,24355,46232
3852,24/07/2004,30688,50249,52396,37107,8840
3851,21/07/2004,66782,7980,40493,59271,20640
3850,17/07/2004,56016,18726,15227,11395,20473
3849,14/07/2004,3124,36155,51699,8490,37263
3848,10/07/2004,43920,54893,8297,2599,40479
3847,07/07/2004,58357,19245,9504,4993,42242
3846,03/07/2004,70007,10503,61681,36595,5876
3845,30/06/2004,29332,70910,28774,48272,66035
3844,26/06/2004,73048,53382,68836,28838,17357
3843,23/06/2004,17448,62413,6776,5847,24138
3842,19/06/2004,60140,44159,58898,48682,37087
3841,16/06/2004,25299,12717,28882,56530,18674
3840,12/06/2004,37833,66568,42073,454,18428
3839,09/06/2004,59143,56726,13313,73529,39593
3838,05/06/2004,73649,64339,60276,4029,2836
3837,02/06/2004,38936,11776,25323,60411,2478
3836,29/05/2004,45552,36785,4083,48429,30954
3835,26/05/2004,61032,15016,34343,69580,29721
3834,22/05/2004,16049,53958,39640,4779,11948
3833,19/05/2004,6430,53046,49219,65374,14814
3832,15/05/2004,26431,33307,22459,31488,28531
3831,12/05/2004,33219,32040,53003,29605,25348
3830,08/05/2004,29345,41789,15913,25798,72854
3829,05/05/2004,55081,42985,11059,31993,51917
3828,28/04/2004,48688,17714,5923,3643,69845
3827,24/04/2004,53721,41798,47448,32338,23217
3826,17/04/2004,33737,62475,3470,57320,61030
3825,14/04/2004,19377,55864,5429,51858,45878
3824,10/04/2004,42122,72691,18917,59196,9965
3823,07/04/2004,61548,50152,49591,21189,2232
3822,03/04/2004,68159,24314,12804,64850,10796
3821,31/03/2004,16811,45466,70090,54429,45791
3820,27/03/2004,30451,13922,16831,53106,50235
3819,24/03/2004,48707,6038,61609,25316,14671
3818,20/03/2004,49556,62144,16639,58644,28346
3817,17/03/2004,32481,40685,19592,45304,65708

3816,13/03/2004,37569,63498,62794,45669,36353
3815,10/03/2004,32886,38896,43832,36492,43368
3814,06/03/2004,51853,38518,5665,62206,55561
3813,03/03/2004,54886,35431,40929,17338,72782
3812,28/02/2004,46083,20614,36444,37917,15959
3811,21/02/2004,43707,63101,21143,40797,46619
3810,18/02/2004,39702,59400,45855,26372,74830
3809,14/02/2004,10937,10370,32241,23909,21986
3808,11/02/2004,61303,60054,5177,68926,60716
3807,07/02/2004,57534,20710,22806,4436,21375
3806,04/02/2004,49202,9042,52169,3071,61136
3805,31/01/2004,54663,46082,21500,74724,43819
3804,28/01/2004,47085,35176,46944,16176,31433
3803,24/01/2004,64230,30134,45135,51745,14037
3802,21/01/2004,6524,28922,72991,22154,49592
3801,17/01/2004,16717,7393,51835,584,45939
3800,14/01/2004,38610,71931,52824,42873,69323
3799,10/01/2004,563,22980,27069,12959,65818
3798,07/01/2004,28552,40507,19398,52461,17547
3797,03/01/2004,34148,27251,7214,42607,60775
3796,27/12/2003,44006,58033,12503,56398,60059
3795,20/12/2003,7202,37493,68323,9159,59492
3794,17/12/2003,59699,54963,10695,32375,17468
3793,13/12/2003,22316,64432,6350,36489,53914
3792,10/12/2003,41311,27958,39817,8758,29940
3791,06/12/2003,5424,2407,35704,40574,57741
3790,03/12/2003,37034,21490,34214,25801,37865
3789,29/11/2003,19784,70319,1155,48149,35438
3788,26/11/2003,44898,907,49216,29583,9716
3787,22/11/2003,52393,73434,31064,41299,30203
3786,19/11/2003,67720,27471,27345,70763,34489
3785,12/11/2003,20272,62149,27860,44191,33829
3784,08/11/2003,68774,63597,14648,14503,15527
3783,05/11/2003,72517,65632,44818,3643,65604
3782,01/11/2003,14883,62838,63420,26659,74040
3781,29/10/2003,36959,50367,47597,65217,34551
3780,25/10/2003,56442,37187,9043,39831,37080
3779,22/10/2003,16572,38196,49702,62284,74815
3778,18/10/2003,54437,16908,12124,10448,72988
3777,15/10/2003,23548,62749,25772,55661,13353
3776,11/10/2003,22579,37439,10309,831,16133
3775,08/10/2003,48695,34874,9965,65176,14694
3774,04/10/2003,62175,22999,61326,56005,52501
3773,01/10/2003,34414,67936,65141,73520,25337
3772,27/09/2003,12053,48198,52496,38530,12844
3771,24/09/2003,43156,2799,68170,44391,50091
3770,20/09/2003,9050,41258,12305,42903,39678

3769,17/09/2003,24066,27789,43646,50903,28782
3768,13/09/2003,45134,16489,36670,52131,42681
3767,10/09/2003,72380,25605,58293,62617,29980
3766,06/09/2003,63454,34118,23995,24599,1184
3765,03/09/2003,50232,54453,71082,17663,50010
3764,30/08/2003,58314,40138,45465,43942,39259
3763,27/08/2003,19137,38267,44639,21988,6953
3762,23/08/2003,51427,607,21658,52310,4271
3761,20/08/2003,44841,1233,74552,45298,25775
3760,16/08/2003,27014,48105,8021,74039,3086
3759,13/08/2003,16986,36860,34561,3625,3730
3758,09/08/2003,68207,5263,1279,52858,67071
3757,06/08/2003,56284,56225,57042,60844,20364
3756,02/08/2003,9504,49472,5551,19638,5227
3755,30/07/2003,6382,14975,9536,60115,12065
3754,26/07/2003,68083,72828,26102,28084,11571
3753,23/07/2003,7078,43089,12497,66377,61298
3752,19/07/2003,4540,10572,15063,2618,412
3751,16/07/2003,2200,12823,39060,33530,72728
3750,12/07/2003,51761,48194,54222,64955,44187
3749,09/07/2003,70558,66061,35780,39467,36547
3748,05/07/2003,10563,389,7126,36997,69239
3747,02/07/2003,9433,7344,1072,41609,7399
3746,28/06/2003,22319,2185,28119,32197,23587
3745,25/06/2003,14910,60001,38284,34853,42199
3744,21/06/2003,50211,60227,38309,20536,41449
3743,18/06/2003,10621,22,67546,61433,44251
